"","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"271","34","East","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","0.89","june"
"272","34","East","Transect","T13","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","0.094","june"
"273","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.091","june"
"274","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","5.824","june"
"275","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","14.52196437","june"
"276","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.357","june"
"277","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.8","june"
"278","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.24","june"
"279","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","0.854","june"
"280","35","West","Mesic","2","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"281","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.083","june"
"282","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","5.235","june"
"283","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","20.73884237","june"
"284","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.664","june"
"285","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.686","june"
"286","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.342","june"
"287","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.119","june"
"288","36","West","Mesic","3","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"289","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.079","june"
"290","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","9.29","june"
"291","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","9.995194932","june"
"292","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.02","june"
"293","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","1.305","june"
"294","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.18","june"
"295","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.197","june"
"296","37","West","Dry","1","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"297","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.133","june"
"298","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","5.865","june"
"299","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","41.25369233","june"
"300","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.436","june"
"301","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.745","june"
"302","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.675","june"
"303","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.087","june"
"304","38","West","Dry","2","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"305","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.1","june"
"306","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","5.985","june"
"307","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","14.29693235","june"
"308","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.467","june"
"309","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","0.634","june"
"310","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.238","june"
"311","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","0.833","june"
"312","39","West","Dry","3","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"313","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","2.746","june"
"314","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","29.68720174","june"
"315","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","26.30192681","june"
"316","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.8","june"
"317","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","4.171","june"
"318","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.776","june"
"319","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.19","june"
"320","40","West","Hydric","1","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"321","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.054","june"
"322","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","14.79578263","june"
"323","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","10.5720024","june"
"324","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.444","june"
"325","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","1.676","june"
"326","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.249","june"
"327","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","0.892","june"
"328","41","West","Hydric","2","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"329","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.053","june"
"330","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","25.51298752","june"
"331","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","8.558730537","june"
"332","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.758","june"
"333","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","3.462","june"
"334","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.151","june"
"335","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.125","june"
"336","42","West","Hydric","3","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"337","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.083","june"
"338","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","11.75389571","june"
"339","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","14.65546187","june"
"340","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","0.633","june"
"341","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","1.893","june"
"342","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.243","june"
"343","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","0.928","june"
"344","43","West","Transect","T5","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"345","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","0.078","june"
"346","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","27.50792975","june"
"347","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","11.66849392","june"
"348","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.427","june"
"349","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","3.776","june"
"350","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.201","june"
"351","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.064","june"
"352","44","West","Transect","T12","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"353","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Al_ug/mL","19.62782063","june"
"354","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Ca_ug/mL","23.41853141","june"
"355","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Fe _ug/mL","25.26309264","june"
"356","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"K _ug/mL","1.379","june"
"357","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Mg_ug/mL","3.298","june"
"358","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Mn_ug/mL","0.476","june"
"359","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"Na_ug/mL","1.651","june"
"360","45","West","Transect","T13","Jun-28","6-28-2021",2021-06-28,"P_ug/mL","<0.1","june"
"361","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.61","july"
"362","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","4.007","july"
"363","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","5.818","july"
"364","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","1.015","july"
"365","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.911","july"
"366","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.25","july"
"367","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","1.115","july"
"368","46","East","Hydric","1","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"369","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.62","july"
"370","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.911","july"
"371","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","5.865","july"
"372","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.984","july"
"373","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.755","july"
"374","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.163","july"
"375","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.899","july"
"376","47","East","Hydric","2","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"377","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.547","july"
"378","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.761","july"
"379","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","5.117","july"
"380","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","1.041","july"
"381","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.803","july"
"382","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.764","july"
"383","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.957","july"
"384","48","East","Hydric","3","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"385","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.267","july"
"386","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","5.688","july"
"387","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","1.257","july"
"388","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","1.16","july"
"389","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.797","july"
"390","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.08","july"
"391","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.907","july"
"392","49","East","Dry","1","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"393","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.458","july"
"394","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.859","july"
"395","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","3.627","july"
"396","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.864","july"
"397","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.755","july"
"398","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.13","july"
"399","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.889","july"
"400","50","East","Dry","3","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"401","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.462","july"
"402","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.686","july"
"403","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","5.28","july"
"404","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","1.054","july"
"405","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.787","july"
"406","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.19","july"
"407","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","1.011","july"
"408","51","East","Mesic","1","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"409","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.497","july"
"410","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","4.974","july"
"411","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","4.851","july"
"412","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","2.407","july"
"413","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","1.225","july"
"414","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.434","july"
"415","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.921","july"
"416","52","East","Mesic","2","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"417","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.418","july"
"418","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","4.103","july"
"419","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","15.29317119","july"
"420","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","1.852","july"
"421","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.912","july"
"422","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.497","july"
"423","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","1","july"
"424","53","East","Mesic","3","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"425","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.578","july"
"426","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","4.78","july"
"427","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","15.61761174","july"
"428","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","1.355","july"
"429","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.883","july"
"430","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.421","july"
"431","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.963","july"
"432","54","East","Transect","T1","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"433","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.41","july"
"434","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","4.201","july"
"435","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","5.26","july"
"436","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","4.083","july"
"437","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.785","july"
"438","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.174","july"
"439","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.893","july"
"440","55","East","Transect","T2","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"441","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.425","july"
"442","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","5.347","july"
"443","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","11.62256202","july"
"444","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.765","july"
"445","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","1.003","july"
"446","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.399","july"
"447","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","1.184","july"
"448","56","East","Transect","T3","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"449","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.538","july"
"450","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.527","july"
"451","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","23.86189117","july"
"452","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.676","july"
"453","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.83","july"
"454","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.806","july"
"455","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.99","july"
"456","57","East","Transect","T4","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"457","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.426","july"
"458","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","2.357","july"
"459","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","13.64754467","july"
"460","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","2.229","july"
"461","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.672","july"
"462","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.405","july"
"463","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.933","july"
"464","58","East","Transect","T5","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"465","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.492","july"
"466","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.145","july"
"467","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","11.45466799","july"
"468","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.861","july"
"469","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.704","july"
"470","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.363","july"
"471","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.924","july"
"472","59","East","Transect","T6","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"473","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.444","july"
"474","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.304","july"
"475","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","12.90034149","july"
"476","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","2.344","july"
"477","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.848","july"
"478","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.424","july"
"479","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","1.401","july"
"480","60","East","Transect","T7","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"481","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.459","july"
"482","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.013","july"
"483","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","10.66719218","july"
"484","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.709","july"
"485","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.7","july"
"486","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.362","july"
"487","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.899","july"
"488","61","East","Transect","T9","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"489","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.591","july"
"490","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.923","july"
"491","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","8.071142103","july"
"492","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.795","july"
"493","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"Mg_ug/mL","0.852","july"
"494","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"Mn_ug/mL","0.511","july"
"495","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"Na_ug/mL","0.946","july"
"496","62","East","Transect","T10","Jul-6","7-6-2021",2021-07-06,"P_ug/mL","<0.1","july"
"497","63","East","Transect","T11","Jul-6","7-6-2021",2021-07-06,"Al_ug/mL","0.462","july"
"498","63","East","Transect","T11","Jul-6","7-6-2021",2021-07-06,"Ca_ug/mL","3.691","july"
"499","63","East","Transect","T11","Jul-6","7-6-2021",2021-07-06,"Fe _ug/mL","10.29473663","july"
"500","63","East","Transect","T11","Jul-6","7-6-2021",2021-07-06,"K _ug/mL","0.522","july"
